,href,href_2,html_image,brand,color_label,Sugars,SPF_Sugar_Pct,Protein,SPF_Protein_Pct,Total Fat,SPF_TotalFat_Pct
215,<a href=https://www.wholefoodsmarket.com/product/noosa-coconut-almond-chocolate-yoghurt-mates-58-oz-b0bbphy5fk>noosa Coconut Almond Chocolate Yoghurt Mates</a>,<a href=https://www.wholefoodsmarket.com/product/noosa-coconut-almond-chocolate-yoghurt-mates-58-oz-b0bbphy5fk>Coconut Almond Chocolate Yoghurt Mates</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/63d8a103750a1048f9c66728_0815909021267-glamor-front-2023-01-27t13-52-36-iphone-7-quality-90-1-33-0-user-61f81fa9ba341c6ee137962b-bapl-031261.jpg' width='100%'>,noosa,magenta,26.0,50.0,9.0,17.307692307692307,17.0,32.69230769230769
216,<a href=https://www.wholefoodsmarket.com/product/icelandic-provisions-plain-whole-milk-skyr-yogurt-30-oz-b0b2v1fght>Icelandic Provisions Plain Whole Milk Skyr Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/icelandic-provisions-plain-whole-milk-skyr-yogurt-30-oz-b0b2v1fght>Plain Whole Milk Skyr Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/63bf3a337349da3a607b9ecb_0855823007060-glamor-front-2023-01-10t19-48-07-iphone-x-quality-90-1-33-0-user-5984ad42a967f880524de2c4-svbs-604144.jpg' width='100%'>,Icelandic Provisions,cyan,6.0,23.076923076923077,14.0,53.84615384615385,6.0,23.076923076923077
217,<a href=https://www.wholefoodsmarket.com/product/lifeway-organic-whole-milk-plain-kefir-32-fl-oz-b013jl49pi>Lifeway Organic Whole Milk Plain Kefir</a>,<a href=https://www.wholefoodsmarket.com/product/lifeway-organic-whole-milk-plain-kefir-32-fl-oz-b013jl49pi>Organic Whole Milk Plain Kefir</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/6356fb7a186ec91c70a8261b_0017077072328-glamor-front-2022-07-13t15-18-31-iphone-7-plus-quality-90-1-29-0-user-5d7652c1db2c4b51d4c666ca-a7qg.jpg' width='100%'>,Lifeway,cyan,9.0,33.33333333333333,10.0,37.03703703703704,8.0,29.629629629629626
218,<a href=https://www.wholefoodsmarket.com/product/noosa-peach-yoghurt-8-oz-b00lmc47ea>noosa Peach Yoghurt</a>,<a href=https://www.wholefoodsmarket.com/product/noosa-peach-yoghurt-8-oz-b00lmc47ea>Peach Yoghurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5ebc665b758123bee6afa9cd_00853923002602-glamor-frontpackageglamor-2020-02-05t18-57-05-iphone-7-quality-90-1-20-1-user-5de45d630a0006cafcdc259f-29mi-613454.jpg' width='100%'>,noosa,magenta,34.0,60.71428571428571,11.0,19.642857142857142,11.0,19.642857142857142
219,<a href=https://www.wholefoodsmarket.com/product/stonyfield-organic-organic-wild-berry-smoothie-6-fl-oz-b00108grps>Stonyfield Organic Organic Wild Berry Smoothie</a>,<a href=https://www.wholefoodsmarket.com/product/stonyfield-organic-organic-wild-berry-smoothie-6-fl-oz-b00108grps>Organic Wild Berry Smoothie</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/64762f79fd9cfc19f8df9cb9_2023-05-30_17-17-10_front.main.jpg' width='100%'>,Stonyfield Organic,magenta,15.0,65.21739130434783,6.0,26.08695652173913,2.0,8.695652173913043
220,<a href=https://www.wholefoodsmarket.com/product/icelandic-provisions-plain-lowfat-skyr-yogurt-30-oz-b0b2vj56bq>Icelandic Provisions Plain Lowfat Skyr Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/icelandic-provisions-plain-lowfat-skyr-yogurt-30-oz-b0b2vj56bq>Plain Lowfat Skyr Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/63bf1d0627eeff2b1248038a_0854074006570-glamor-front-2023-01-10t19-50-52-iphone-x-quality-90-1-33-0-user-5984ad42a967f880524de2c4-yc38-326813.jpg' width='100%'>,Icelandic Provisions,cyan,6.0,26.666666666666668,14.0,62.22222222222222,2.5,11.11111111111111
221,<a href=https://www.wholefoodsmarket.com/product/lifeway-organic-whole-milk-mango-kefir-32-fl-oz-b08r9yq573>Lifeway Organic Whole Milk Mango Kefir</a>,<a href=https://www.wholefoodsmarket.com/product/lifeway-organic-whole-milk-mango-kefir-32-fl-oz-b08r9yq573>Organic Whole Milk Mango Kefir</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/62850e08f53056304ddd63a2_0017077188326-glamor-front-2022-05-03t20-27-12-iphone-x-quality-90-1-29-0-user-5e4d61ef5215fd204fafd62b-7pup-985463.jpg' width='100%'>,Lifeway,magenta,18.0,50.0,10.0,27.77777777777778,8.0,22.22222222222222
222,<a href=https://www.wholefoodsmarket.com/product/lifeway-organic-coconut-honey-whole-milk-kefir-32-fl-oz-b087nl33rl>Lifeway Organic Coconut Honey Whole Milk Kefir</a>,<a href=https://www.wholefoodsmarket.com/product/lifeway-organic-coconut-honey-whole-milk-kefir-32-fl-oz-b087nl33rl>Organic Coconut Honey Whole Milk Kefir</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/62850af065764e08321ec817_0017077180320-glamor-front-2022-05-03t20-41-59-iphone-x-quality-90-1-29-0-user-5e4d61ef5215fd204fafd62b-wmro-555243.jpg' width='100%'>,Lifeway,magenta,18.0,50.0,10.0,27.77777777777778,8.0,22.22222222222222
223,<a href=https://www.wholefoodsmarket.com/product/lifeway-organic-kefir-strawnana-probugs-35-fl-oz-b07dfx4f5c>Lifeway Organic Kefir Strawnana Probugs</a>,<a href=https://www.wholefoodsmarket.com/product/lifeway-organic-kefir-strawnana-probugs-35-fl-oz-b07dfx4f5c>Organic Kefir Strawnana Probugs</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/63572e421fd7874ae790be10_0017077034357-glamor-front-2022-07-13t14-58-39-iphone-7-plus-quality-90-1-29-0-user-5d7652c1db2c4b51d4c666ca-yqdb.jpg' width='100%'>,Lifeway,magenta,8.0,53.333333333333336,4.0,26.666666666666668,3.0,20.0
224,<a href=https://www.wholefoodsmarket.com/product/fage-total-plain-5-32-oz-b00wtr0cdm>FAGE Total Plain 5% 32 oz</a>,<a href=https://www.wholefoodsmarket.com/product/fage-total-plain-5-32-oz-b00wtr0cdm>Total Plain 5% 32 oz</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/642277f573c425770e1129c4_0689544083009-glamor-front-2023-03-23t14-07-59-iphone-7-quality-90-1-33-0-user-61f81fa9ba341c6ee137962b-0l9h-477214.jpg' width='100%'>,FAGE,cyan,5.0,17.24137931034483,15.0,51.724137931034484,9.0,31.03448275862069
225,<a href=https://www.wholefoodsmarket.com/product/fage-total-plain-2-32-oz-b00fzheggw>FAGE Total Plain 2% 32 oz</a>,<a href=https://www.wholefoodsmarket.com/product/fage-total-plain-2-32-oz-b00fzheggw>Total Plain 2% 32 oz</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/642289d8d03529789a22bd62_0689544083023-glamor-front-2023-03-23t14-09-11-iphone-7-quality-90-1-33-0-user-61f81fa9ba341c6ee137962b-lg4s-941307.jpg' width='100%'>,FAGE,cyan,5.0,19.607843137254903,17.0,66.66666666666666,3.5,13.725490196078432
226,<a href=https://www.wholefoodsmarket.com/product/fage-total-plain-0-32-oz-b006wbvsv6>FAGE Total Plain 0% 32 oz</a>,<a href=https://www.wholefoodsmarket.com/product/fage-total-plain-0-32-oz-b006wbvsv6>Total Plain 0% 32 oz</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/642267e4c06172787c36e0ce_0689544083016-glamor-front-2023-03-23t14-10-14-iphone-7-quality-90-1-33-0-user-61f81fa9ba341c6ee137962b-ke2w-536856.jpg' width='100%'>,FAGE,cyan,5.0,21.73913043478261,18.0,78.26086956521739,0.0,0.0
227,<a href=https://www.wholefoodsmarket.com/product/horizon-organic-low-fat-yogurt-strawberry-453-oz-b08m7ctf9q>Horizon Organic Low Fat Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/horizon-organic-low-fat-yogurt-strawberry-453-oz-b08m7ctf9q>Low Fat Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/62ebce3056588f1722f5bf61_0036632070432-glamor-front-2022-06-14t13-49-11-iphone-7-quality-90-1-29-0-user-5d7652c1db2c4b51d4c666ca-bcse-403407.jpg' width='100%'>,Horizon Organic,magenta,8.0,66.66666666666666,3.0,25.0,1.0,8.333333333333332
228,<a href=https://www.wholefoodsmarket.com/product/lifeway-organic-lowfat-plain-kefir-32-fl-oz-b000qjc5ki>Lifeway Organic Lowfat Plain Kefir</a>,<a href=https://www.wholefoodsmarket.com/product/lifeway-organic-lowfat-plain-kefir-32-fl-oz-b000qjc5ki>Organic Lowfat Plain Kefir</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/631b7f5abd24564dcb6db7e0_0017077001328-glamor-front-2022-08-25t18-21-43-iphone-x-quality-90-1-31-0-user-5984ad42a967f880524de2c4-s2wv-257605.jpg' width='100%'>,Lifeway,cyan,9.0,42.857142857142854,10.0,47.61904761904761,2.0,9.523809523809524
229,<a href=https://www.wholefoodsmarket.com/product/redwood-hill-farm-traditional-plain-kefir-32-fl-oz-b00fzhepmw>Redwood Hill Farm Traditional Plain Kefir</a>,<a href=https://www.wholefoodsmarket.com/product/redwood-hill-farm-traditional-plain-kefir-32-fl-oz-b00fzhepmw>Traditional Plain Kefir</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/643ffb36fc62b8431324ee6c_0081312100015-glamor-front-2023-04-13t14-09-27-iphone-x-quality-90-1-33-0-user-62007be7ec32e60fa58d2f55-zgr5-300624.jpg' width='100%'>,Redwood Hill Farm,cyan,5.0,23.809523809523807,8.0,38.095238095238095,8.0,38.095238095238095
230,<a href=https://www.wholefoodsmarket.com/product/stonyfield-organic-kids-pear-spinach-mango-whole-milk-yogurt-pouch-35-oz-b072ztygd6>Stonyfield Organic Kids Pear Spinach Mango Whole Milk Yogurt Pouch</a>,<a href=https://www.wholefoodsmarket.com/product/stonyfield-organic-kids-pear-spinach-mango-whole-milk-yogurt-pouch-35-oz-b072ztygd6>Kids Pear Spinach Mango Whole Milk Yogurt Pouch</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/64552e6042c45695498408cf_2023-05-05_16-27-51_front.main.jpg' width='100%'>,Stonyfield Organic,magenta,9.0,51.42857142857142,5.0,28.57142857142857,3.5,20.0
231,<a href=https://www.wholefoodsmarket.com/product/petit-pot-strawberry-cheesecake-dessert-cup-2-pack-7-oz-b0bhmwqfgr>Petit Pot Strawberry Cheesecake Dessert Cup 2 Pack</a>,<a href=https://www.wholefoodsmarket.com/product/petit-pot-strawberry-cheesecake-dessert-cup-2-pack-7-oz-b0bhmwqfgr>Strawberry Cheesecake Dessert Cup 2 Pack</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/64228b72d03529789a22bfcd_0850025807173-glamor-front-2023-03-23t14-41-13-iphone-7-quality-90-1-33-0-user-61f81fa9ba341c6ee137962b-1e5l-076368.jpg' width='100%'>,Petit Pot,magenta,17.0,58.620689655172406,2.0,6.896551724137931,10.0,34.48275862068966
232,<a href=https://www.walmart.com/ip/Jell-O-Original-Chocolate-Pudding-Cups-Snack-Value-Pack-8-Ct-Cups/21677805>JELL-O Original Chocolate Pudding Cups</a>,<a href=https://www.walmart.com/ip/Jell-O-Original-Chocolate-Pudding-Cups-Snack-Value-Pack-8-Ct-Cups/21677805>Original Chocolate Pudding Cups</a>,,JELL-O,magenta,19.0,84.44444444444444,2.0,8.88888888888889,1.5,6.666666666666667
233,<a href=https://www.safeway.com/shop/product-details.960309884.html>Nabisco OREO Chocolate Sandwich Cookies</a>,<a href=https://www.safeway.com/shop/product-details.960309884.html>OREO Chocolate Sandwich Cookies</a>,,Nabisco,magenta,14.0,63.63636363636363,1.0,4.545454545454546,7.0,31.818181818181817
